Customer ID,Customer_Name,Segment,Recency,Frequency,Monetary,Recency_log,Frequency_log,Monetary_log,Recency_scaled,Frequency_scaled,Monetary_scaled,Cluster
PG-8820,Patrick Gardner,Consumer,31,6,1846.56,3.465735903,1.945910149,7.521621129,-0.1264387616,-0.8947955393,-0.6713620205,1
PG-8895,Paul Gonzalez,Consumer,300,6,1981.302,5.707110265,1.945910149,7.592014075,1.547867707,-0.8947955393,-0.6167634097,1
PH-18790,Patricia Hirasaki,Home Office,58,19,9435.5663,4.077537444,2.995732274,9.152347454,0.3305769405,0.5305014951,0.5934719872,2
PH-8790,Patricia Hirasaki,Home Office,115,8,1746.84,4.753590191,2.197224577,7.466136019,0.8355882884,-0.553597063,-0.7143977235,1
PJ-18835,Patrick Jones,Corporate,40,19,13639.502,3.713572067,2.995732274,9.520798734,0.0586948329,0.5305014951,0.8792524414,2
PJ-19015,Pauline Johnson,Consumer,20,22,9230.87916,3.044522438,3.135494216,9.130417899,-0.4410851863,0.7202500986,0.5764628511,2
PJ-8835,Patrick Jones,Corporate,43,6,801.405,3.784189634,1.945910149,6.687613468,0.1114461499,-0.8947955393,-1.318240185,1
PJ-9015,Pauline Johnson,Consumer,197,8,6612.66,5.288267031,2.197224577,8.796892486,1.234991845,-0.553597063,0.3177718135,1
PK-18910,Paul Knutson,Home Office,99,16,7282.58156,4.605170186,2.833213344,8.893377993,0.7247185565,0.3098567374,0.3926084971,2
PK-19075,Pete Kriz,Consumer,9,29,17668.9105,2.302585093,3.401197382,9.7796185,-0.9953123232,1.080983527,1.079999824,2
PK-8910,Paul Knutson,Home Office,122,4,948.456,4.812184355,1.609437912,6.855889189,0.8793581244,-1.351609003,-1.187721133,1
PK-9075,Pete Kriz,Consumer,495,3,992.784,6.206575927,1.386294361,6.901519879,1.920968516,-1.654561127,-1.152328775,1
PL-18925,Paul Lucas,Home Office,16,20,14256.7186,2.833213344,3.044522438,9.565053695,-0.5989330623,0.5967417416,0.9135777472,2
PL-8925,Paul Lucas,Home Office,50,3,759.21,3.931825633,1.386294361,6.633594711,0.2217302292,-1.654561127,-1.360138546,1
PM-18940,Paul MacIntyre,Consumer,22,23,12893.5944,3.135494216,3.17805383,9.464563464,-0.3731292752,0.7780314034,0.8356348942,2
PM-19135,Peter McVee,Home Office,13,22,9857.6599,2.63905733,3.135494216,9.196105526,-0.7439675895,0.7202500986,0.6274118928,2
PM-8940,Paul MacIntyre,Consumer,56,9,1448.856,4.043051268,2.302585093,7.27921952,0.3048157697,-0.410553754,-0.8593750508,1
PM-9135,Peter McVee,Home Office,302,6,1429.296,5.713732806,1.945910149,7.265636695,1.552814744,-0.8947955393,-0.8699102455,1
PN-18775,Parhena Norris,Home Office,16,33,11370.46522,2.833213344,3.526360525,9.338862446,-0.5989330623,1.250911987,0.7381378954,2
PN-8775,Parhena Norris,Home Office,54,5,1522.11,4.007333185,1.791759469,7.328509576,0.2781343649,-1.104079095,-0.8211443936,1
PO-18850,Patrick O'Brill,Consumer,5,41,25274.4702,1.791759469,3.737669618,10.13758965,-1.376899023,1.537796991,1.357651613,2
PO-18865,Patrick O'Donnell,Consumer,1,35,21051.0598,0.6931471806,3.583518938,9.954753687,-2.197562315,1.328513435,1.215839258,2
PO-19180,Philisse Overcash,Home Office,161,24,16753.1715,5.087596335,3.218875825,9.726402551,1.085090851,0.8334536186,1.038724142,2
PO-19195,Phillina Ober,Home Office,87,21,10872.01088,4.477336814,3.091042453,9.294038932,0.6292270382,0.6598999079,0.7033716051,2
PO-8850,Patrick O'Brill,Consumer,128,4,1432.986,4.859812404,1.609437912,7.268213258,0.9149362731,-1.351609003,-0.8679117956,1
PO-8865,Patrick O'Donnell,Consumer,353,6,2973.15,5.869296913,1.945910149,7.997713563,1.66902112,-0.8947955393,-0.302092271,1
PO-9180,Philisse Overcash,Home Office,30,9,1231.068,3.433987204,2.302585093,7.116449337,-0.1501550367,-0.410553754,-0.9856238637,1
PO-9195,Phillina Ober,Home Office,34,8,8227.356,3.555348061,2.197224577,9.015341517,-0.05949848629,-0.553597063,0.4872065976,2
PP-18955,Paul Prost,Home Office,55,30,21884.1846,4.025351691,3.433987204,9.993565185,0.291594187,1.125500818,1.245942471,2
PP-8955,Paul Prost,Home Office,15,3,359.061,2.772588722,1.386294361,5.886273462,-0.6442196499,-1.654561127,-1.939780462,1
PR-18880,Patrick Ryan,Consumer,26,29,13243.62082,3.295836866,3.401197382,9.491346773,-0.2533533285,1.080983527,0.8564087298,2
PR-8880,Patrick Ryan,Consumer,197,5,1085.64,5.288267031,1.791759469,6.990845646,1.234991845,-1.104079095,-1.083045374,1
PS-18760,Pamela Stobb,Consumer,30,28,15926.5494,3.433987204,3.36729583,9.675805556,-0.1501550367,1.034956891,0.999479788,2
PS-18970,Paul Stevenson,Home Office,28,33,18222.40482,3.36729583,3.526360525,9.810462026,-0.1999734881,1.250911987,1.10392287,2
PS-19045,Penelope Sewall,Home Office,21,26,29252.3194,3.091042453,3.295836866,10.28374833,-0.4063347383,0.937940218,1.471016111,2
PS-8760,Pamela Stobb,Consumer,348,5,1706.202,5.855071922,1.791759469,7.442611052,1.658395053,-1.104079095,-0.7326443033,1
PS-8970,Paul Stevenson,Home Office,125,4,1395.948,4.836281907,1.609437912,7.242045136,0.8973589935,-1.351609003,-0.8882084759,1
PS-9045,Penelope Sewall,Home Office,62,7,829.356,4.143134726,2.079441542,6.721854524,0.3795781052,-0.7135058775,-1.291681926,1
PT-19090,Pete Takahito,Consumer,7,25,8370.783,2.079441542,3.258096538,9.032622163,-1.162000538,0.886701845,0.5006099194,2
PT-9090,Pete Takahito,Consumer,3,5,4686.03,1.386294361,1.791759469,8.452554399,-1.679781426,-1.104079095,0.05069418272,2
PV-18985,Paul Van Hugh,Home Office,9,28,12540.661,2.302585093,3.36729583,9.436811262,-0.9953123232,1.034956891,0.81410956,2
PV-8985,Paul Van Hugh,Home Office,145,6,6390.636,4.983606622,1.945910149,8.76274554,1.007410544,-0.8947955393,0.2912865483,1
PW-19030,Pauline Webber,Corporate,8,31,12810.05846,2.197224577,3.465735903,9.458064019,-1.07401662,1.168604621,0.8305937549,2
PW-19240,Pierre Wener,Consumer,2,24,7186.1398,1.098612289,3.218875825,8.880048569,-1.894679911,0.8334536186,0.3822698473,2
PW-9030,Pauline Webber,Corporate,58,7,1081.002,4.077537444,2.079441542,6.986568308,0.3305769405,-0.7135058775,-1.086362989,1
PW-9240,Pierre Wener,Consumer,62,7,1237.53,4.143134726,2.079441542,7.121680471,0.3795781052,-0.7135058775,-0.9815664592,1
QJ-19255,Quincy Jones,Corporate,26,23,18192.9231,3.295836866,3.17805383,9.808842922,-0.2533533285,0.7780314034,1.10266705,2
QJ-9255,Quincy Jones,Corporate,62,5,387.051,4.143134726,1.791759469,5.961136774,0.3795781052,-1.104079095,-1.881714518,1
RA-19285,Ralph Arnett,Consumer,6,24,16816.427,1.945910149,3.218875825,9.730170949,-1.261748478,0.8334536186,1.04164701,2
RA-19885,Ruben Ausman,Corporate,44,23,15435.49908,3.80666249,3.17805383,9.644490054,0.1282333715,0.7780314034,0.9751906659,2
RA-19915,Russell Applegate,Consumer,13,27,20975.19342,2.63905733,3.33220451,9.951143427,-0.7439675895,0.9873149589,1.213039046,2
RA-19945,Ryan Akin,Consumer,2,23,11696.0283,1.098612289,3.17805383,9.367090097,-1.894679911,0.7780314034,0.7600320005,2
RA-9285,Ralph Arnett,Consumer,255,14,6226.686,5.545177444,2.708050201,8.736760114,1.426903903,0.1399282778,0.2711315724,1
RA-9885,Ruben Ausman,Corporate,126,8,503.268,4.844187086,2.197224577,6.223107873,0.9032641619,-0.553597063,-1.678522879,1
RA-9915,Russell Applegate,Consumer,140,2,420.66,4.94875989,1.098612289,6.044199302,0.9813800381,-2.045134344,-1.817289048,1
RA-9945,Ryan Akin,Consumer,21,9,2044.587,3.091042453,2.302585093,7.623440069,-0.4063347383,-0.410553754,-0.5923885863,1
RB-19330,Randy Bradley,Consumer,16,32,18359.76862,2.833213344,3.496507561,9.817971527,-0.5989330623,1.21038194,1.109747436,2
RB-19360,Raymond Buch,Consumer,21,25,29197.6346,3.091042453,3.258096538,10.28187723,-0.4063347383,0.886701845,1.469564835,2
RB-19435,Richard Bierner,Consumer,20,28,11618.07552,3.044522438,3.36729583,9.360403468,-0.4410851863,1.034956891,0.7548456759,2
RB-19465,Rick Bensley,Home Office,1,36,17178.4394,0.6931471806,3.610917913,9.751468564,-2.197562315,1.36571181,1.058165997,2
RB-19570,Rob Beeghly,Consumer,21,25,10961.631,3.091042453,3.258096538,9.302247586,-0.4063347383,0.886701845,0.7097384525,2
RB-19645,Robert Barroso,Corporate,151,22,5973.5944,5.023880521,3.135494216,8.695271492,1.037495143,0.7202500986,0.2389519111,2
RB-19705,Roger Barcio,Home Office,17,16,9288.0836,2.890371758,2.833213344,9.136595183,-0.5562357317,0.3098567374,0.5812541141,2
RB-19795,Ross Baird,Home Office,33,35,19056.88134,3.526360525,3.583518938,9.855236014,-0.08115217401,1.328513435,1.138650746,2
RB-9330,Randy Bradley,Consumer,113,8,4538.256,4.736198448,2.197224577,8.420518401,0.822596658,-0.553597063,0.0258462247,1
RB-9360,Raymond Buch,Consumer,94,4,404.508,4.553876892,1.609437912,6.005140602,0.6864024697,-1.351609003,-1.847583998,1
RB-9435,Richard Bierner,Consumer,217,6,3179.154,5.384495063,1.945910149,8.064684902,1.306874177,-0.8947955393,-0.2501475477,1
RB-9465,Rick Bensley,Home Office,288,3,3675.24,5.666426688,1.386294361,8.20964577,1.517477078,-1.654561127,-0.1377121059,1
RB-9570,Rob Beeghly,Consumer,447,5,586.761,6.104793232,1.791759469,6.376320403,1.844936852,-1.104079095,-1.559687232,1
RB-9645,Robert Barroso,Corporate,240,3,282.594,5.484796933,1.386294361,5.647543638,1.381799666,-1.654561127,-2.12494556,1
RB-9705,Roger Barcio,Home Office,150,12,6018.072,5.017279837,2.564949357,8.702688374,1.032564433,-0.05435340408,0.2447046388,1
RB-9795,Ross Baird,Home Office,31,5,255.288,3.465735903,1.791759469,5.546301812,-0.1264387616,-1.104079095,-2.203471369,1
RC-19825,Roy Collins,Consumer,119,25,7916.6733,4.787491743,3.258096538,8.976852666,0.8609127448,0.886701845,0.4573536382,2
RC-19960,Ryan Crowe,Consumer,23,22,7897.8691,3.17805383,3.135494216,8.974474876,-0.3413372467,0.7202500986,0.455509362,2
RC-9825,Roy Collins,Consumer,742,1,37.44,6.610696045,0.6931471806,3.649098584,2.222846212,-2.595616376,-3.674991836,1
RC-9960,Ryan Crowe,Consumer,113,5,1639.965,4.736198448,1.791759469,7.403039762,0.822596658,-1.104079095,-0.763336831,1
RD-19480,Rick Duston,Consumer,1,27,16487.1909,0.6931471806,3.33220451,9.710399701,-2.197562315,0.9873149589,1.026311912,2
RD-19585,Rob Dowd,Consumer,26,31,16315.1079,3.295836866,3.465735903,9.699908114,-0.2533533285,1.168604621,1.018174363,2
RD-19660,Robert Dilbeck,Home Office,94,21,12947.9651,4.553876892,3.091042453,9.468771149,0.6864024697,0.6598999079,0.8388984849,2
RD-19720,Roger Demir,Consumer,22,30,10902.5255,3.135494216,3.433987204,9.296841456,-0.3731292752,1.125500818,0.7055453165,2
RD-19810,Ross DeVincentis,Home Office,15,30,7091.09996,2.772588722,3.433987204,8.866736762,-0.6442196499,1.125500818,0.3719448613,2
RD-19900,Ruben Dartt,Consumer,33,29,13485.748,3.526360525,3.401197382,9.509462853,-0.08115217401,1.080983527,0.8704600351,2
RD-19930,Russell D'Ascenzo,Consumer,43,22,9293.58832,3.784189634,3.135494216,9.137187609,0.1114461499,0.7202500986,0.5817136148,2
RD-9480,Rick Duston,Consumer,48,6,1061.73,3.891820298,1.945910149,6.968596348,0.1918462475,-0.8947955393,-1.100302511,1
RD-9585,Rob Dowd,Consumer,36,7,5168.4,3.610917913,2.079441542,8.550511907,-0.01798781194,-0.7135058775,0.1266725891,1
RD-9660,Robert Dilbeck,Home Office,28,9,3391.788,3.36729583,2.302585093,8.129407281,-0.1999734881,-0.410553754,-0.199947177,1
RD-9720,Roger Demir,Consumer,59,8,3833.712,4.094344562,2.197224577,8.251849613,0.3431318565,-0.553597063,-0.1049777005,1
RD-9810,Ross DeVincentis,Home Office,54,7,3214.788,4.007333185,2.079441542,8.075827708,0.2781343649,-0.7135058775,-0.2415048962,1
RD-9900,Ruben Dartt,Consumer,93,10,4837.221,4.543294782,2.397895273,8.48430237,0.6784976348,-0.2811553412,0.0753187402,1
RD-9930,Russell D'Ascenzo,Consumer,29,11,6523.392,3.401197382,2.48490665,8.783303048,-0.1746490318,-0.1630238457,0.3072314895,2
RE-19405,Ricardo Emerson,Consumer,29,21,12073.09218,3.401197382,3.091042453,9.398817294,-0.1746490318,0.6598999079,0.7846404445,2
RE-19450,Richard Eichhorn,Consumer,24,18,10660.48524,3.218875825,2.944438979,9.274393016,-0.31084322,0.4608628595,0.6881337191,2
RE-9405,Ricardo Emerson,Consumer,72,6,1967.403,4.290459441,1.945910149,7.584977833,0.4896296553,-0.8947955393,-0.6222209027,1
RE-9450,Richard Eichhorn,Consumer,16,12,5678.703,2.833213344,2.564949357,8.644654222,-0.5989330623,-0.05435340408,0.199691832,2
RF-19345,Randy Ferguson,Corporate,65,27,13391.2718,4.189654742,3.33220451,9.502433088,0.4143285532,0.9873149589,0.8650075658,2
RF-19735,Roland Fjeld,Consumer,2,23,12139.0877,1.098612289,3.17805383,9.404268289,-1.894679911,0.7780314034,0.7888683787,2
RF-19840,Roy Franz�sisch,Consumer,7,31,15077.47568,2.079441542,3.465735903,9.621023554,-1.162000538,1.168604621,0.9569894343,2
RF-9345,Randy Ferguson,Corporate,7,5,3208.026,2.079441542,1.791759469,8.073722743,-1.162000538,-1.104079095,-0.2431375617,1
RF-9735,Roland Fjeld,Consumer,119,3,950.13,4.787491743,1.386294361,6.857650751,0.8609127448,-1.654561127,-1.186354819,1
RF-9840,Roy Franz�sisch,Consumer,139,6,571.722,4.941642423,1.945910149,6.350400433,0.9760632902,-0.8947955393,-1.579791438,1
RH-19495,Rick Hansen,Consumer,25,28,13295.7486,3.258096538,3.36729583,9.495274818,-0.2815453505,1.034956891,0.8594554243,2
RH-19510,Rick Huthwaite,Home Office,21,25,11599.39296,3.091042453,3.258096538,9.358794252,-0.4063347383,0.886701845,0.7535975263,2
RH-19555,Ritsa Hightower,Consumer,8,21,8944.311,2.197224577,3.091042453,9.098884763,-1.07401662,0.6598999079,0.5520049257,2
RH-19600,Rob Haberlin,Consumer,7,21,4629.69556,2.079441542,3.091042453,8.440462365,-1.162000538,0.6598999079,0.04131528487,2
RH-9495,Rick Hansen,Consumer,97,3,3057.21,4.584967479,1.386294361,8.025585056,0.7096271357,-1.654561127,-0.2804744112,1
RH-9510,Rick Huthwaite,Home Office,701,7,1837.788,6.553933404,2.079441542,7.516861938,2.180444524,-0.7135058775,-0.6750533734,1
RH-9555,Ritsa Hightower,Consumer,27,8,8753.469,3.33220451,2.197224577,9.077319592,-0.2261867012,-0.553597063,0.5352784144,2
RH-9600,Rob Haberlin,Consumer,174,8,3340.47,5.164785974,2.197224577,8.114166109,1.142751505,-0.553597063,-0.2117686291,1
RK-19300,Ralph Kennedy,Consumer,86,26,13480.92458,4.465908119,3.295836866,9.509105147,0.6206898033,0.937940218,0.8701825894,2
RK-9300,Ralph Kennedy,Consumer,29,4,519.12,3.401197382,1.609437912,6.254059554,-0.1746490318,-1.351609003,-1.654515945,1
RL-19615,Rob Lucas,Consumer,121,23,14866.82448,4.804021045,3.17805383,9.606954726,0.873260132,0.7780314034,0.9460772831,2
RL-9615,Rob Lucas,Consumer,266,8,2420.226,5.587248658,2.197224577,7.792029302,1.458331097,-0.553597063,-0.4616263653,1
RM-19375,Raymond Messe,Consumer,19,25,16077.68112,2.995732274,3.258096538,9.685249519,-0.477531435,0.886701845,1.006804774,2
RM-19675,Robert Marley,Home Office,5,19,11151.9605,1.791759469,2.995732274,9.319460257,-1.376899023,0.5305014951,0.7230890505,2
RM-19750,Roland Murray,Consumer,17,19,6475.01086,2.890371758,2.995732274,8.775859992,-0.5562357317,0.5305014951,0.3014584605,2
RM-9375,Raymond Messe,Consumer,10,7,2239.446,2.397895273,2.079441542,7.714430232,-0.9241156266,-0.7135058775,-0.5218142347,1
RM-9675,Robert Marley,Home Office,37,8,1715.094,3.63758616,2.197224577,7.447806057,0.001933366489,-0.553597063,-0.7286149215,1
RM-9750,Roland Murray,Consumer,41,7,929.175,3.737669618,2.079441542,6.83537274,0.076695702,-0.7135058775,-1.203634227,1
RO-19780,Rose O'Brian,Consumer,36,29,18833.4355,3.610917913,3.401197382,9.843442149,-0.01798781194,1.080983527,1.129503116,2
RO-9780,Rose O'Brian,Consumer,5,9,3080.106,1.791759469,2.302585093,8.033043902,-1.376899023,-0.410553754,-0.2746891351,2
RP-19270,Rachel Payne,Corporate,8,26,13725.5769,2.197224577,3.295836866,9.527089152,-1.07401662,0.937940218,0.8841314543,2
RP-19390,Resi P�lking,Consumer,16,34,16114.9075,2.833213344,3.555348061,9.687562107,-0.5989330623,1.290267082,1.008598477,2
RP-19855,Roy Phan,Corporate,22,27,11043.0844,3.135494216,3.33220451,9.309650215,-0.3731292752,0.9873149589,0.7154801251,2
RP-9270,Rachel Payne,Corporate,287,6,1274.352,5.66296048,1.945910149,7.150977498,1.514887821,-0.8947955393,-0.9588429189,1
RP-9390,Resi P�lking,Consumer,271,7,5935.98,5.605802066,2.079441542,8.688955866,1.472190491,-0.7135058775,0.2340533463,1
RP-9855,Roy Phan,Corporate,401,6,3569.139,5.996452089,1.945910149,8.18035981,1.764006026,-0.8947955393,-0.1604270628,1
RR-19315,Ralph Ritter,Consumer,20,21,11765.04038,3.044522438,3.091042453,9.372972727,-0.4410851863,0.6598999079,0.7645947224,2
RR-19525,Rick Reed,Corporate,1,27,15009.2866,0.6931471806,3.33220451,9.616491018,-2.197562315,0.9873149589,0.9534738809,2
RR-9315,Ralph Ritter,Consumer,233,4,1820.85,5.455321115,1.609437912,7.507607747,1.359781232,-1.351609003,-0.6822311657,1
RR-9525,Rick Reed,Corporate,90,7,1376.91,4.510859507,2.079441542,7.228323137,0.6542684865,-0.7135058775,-0.898851617,1
RS-19420,Ricardo Sperren,Corporate,77,28,14047.14948,4.356708827,3.36729583,9.550245956,0.539117941,1.034956891,0.9020924775,2
RS-19765,Roland Schwarz,Corporate,37,25,13582.12128,3.63758616,3.258096538,9.516583219,0.001933366489,0.886701845,0.8759827772,2
RS-19870,Roy Skaria,Home Office,20,20,7090.95678,3.044522438,3.044522438,8.866716573,-0.4410851863,0.5967417416,0.3719292023,2
RS-9420,Ricardo Sperren,Corporate,34,7,385.44,3.555348061,2.079441542,5.956976617,-0.05949848629,-0.7135058775,-1.884941245,1
RS-9765,Roland Schwarz,Corporate,124,6,1524.15,4.828313737,1.945910149,7.329848045,0.8914067714,-0.8947955393,-0.8201062423,1
RS-9870,Roy Skaria,Home Office,21,8,1031.436,3.091042453,2.197224577,6.939676337,-0.4063347383,-0.553597063,-1.122733628,1
RW-19540,Rick Wilson,Corporate,43,25,19423.6885,3.784189634,3.258096538,9.874300139,0.1114461499,0.886701845,1.153437381,2
RW-19630,Rob Williams,Corporate,78,26,9425.9243,4.369447852,3.295836866,9.151325161,0.5486339922,0.937940218,0.5926790705,2
RW-19690,Robert Waldorf,Consumer,16,25,11200.142,2.833213344,3.258096538,9.323771016,-0.5989330623,0.886701845,0.726432588,2
RW-9540,Rick Wilson,Corporate,27,7,5698.434,3.33220451,2.079441542,8.648122151,-0.2261867012,-0.7135058775,0.2023816485,1
RW-9630,Rob Williams,Corporate,400,2,560.01,5.993961427,1.098612289,6.329738731,1.762145502,-2.045134344,-1.595817196,1
RW-9690,Robert Waldorf,Consumer,99,8,1398.996,4.605170186,2.197224577,7.244224658,0.7247185565,-0.553597063,-0.8865179812,1
SA-10830,Sue Ann Reed,Consumer,11,10,872.676,2.48490665,2.397895273,6.772709598,-0.8591181349,-0.2811553412,-1.2522374,1
SA-20830,Sue Ann Reed,Consumer,64,30,15622.37866,4.17438727,3.433987204,9.656523703,0.4029237527,1.125500818,0.984524279,2
SB-10170,Sarah Bern,Consumer,27,5,1647.24,3.33220451,1.791759469,7.407463331,-0.2261867012,-1.104079095,-0.7599057955,1
SB-10185,Sarah Brown,Consumer,79,7,1268.436,4.382026635,2.079441542,7.146327986,0.5580303415,-0.7135058775,-0.9624492017,1
SB-10290,Sean Braxton,Corporate,192,5,1975.404,5.262690189,1.791759469,7.589034311,1.215885946,-1.104079095,-0.6190745924,1
SB-20170,Sarah Bern,Consumer,3,15,12950.934,1.386294361,2.772588722,9.4690004,-1.679781426,0.2275493716,0.8390762977,2
SB-20185,Sarah Brown,Consumer,75,31,21034.46172,4.33073334,3.465735903,9.953964946,0.5197142547,1.168604621,1.21522749,2
SB-20290,Sean Braxton,Corporate,42,22,18538.5328,3.761200116,3.135494216,9.827660639,0.09427298168,0.7202500986,1.117262564,2
SC-10020,Sam Craven,Consumer,265,4,476.334,5.583496309,1.609437912,6.168216455,1.455528092,-1.351609003,-1.721098099,1
SC-10050,Sample Company A,Home Office,43,7,2311.854,3.784189634,2.079441542,7.746237539,0.1114461499,-0.7135058775,-0.4971436555,1
SC-10095,Sanjit Chand,Consumer,226,7,918.522,5.424950017,2.079441542,6.82385397,1.337094025,-0.7135058775,-1.212568487,1
SC-10230,Scot Coram,Corporate,195,3,1793.907,5.278114659,1.386294361,7.492708489,1.227408024,-1.654561127,-0.6937874204,1
SC-10260,Scott Cohen,Corporate,142,7,3166.518,4.96284463,2.079441542,8.060703595,0.9919013376,-0.7135058775,-0.2532355539,1
SC-10305,Sean Christensen,Consumer,17,7,3207.18,2.890371758,2.079441542,8.073459077,-0.5562357317,-0.7135058775,-0.2433420681,1
SC-10380,Shahid Collister,Consumer,276,4,1556.16,5.624017506,1.609437912,7.350618928,1.485797423,-1.351609003,-0.8039958016,1
SC-10440,Shaun Chance,Corporate,93,4,1929.081,4.543294782,1.609437912,7.56531725,0.6784976348,-1.351609003,-0.6374701655,1
SC-10575,Sonia Cooley,Consumer,374,2,328.02,5.926926026,1.098612289,5.796118539,1.712070063,-2.045134344,-2.009706979,1
SC-10680,Steve Carroll,Home Office,190,4,6344.79,5.252273428,1.609437912,8.75554688,1.208104626,-1.351609003,0.2857030794,1
SC-10695,Steve Chapman,Corporate,175,4,1468.899,5.170483995,1.609437912,7.29294897,1.147007926,-1.351609003,-0.8487261303,1
SC-10725,Steven Cartwright,Consumer,92,7,2944.494,4.532599493,2.079441542,7.988031824,0.6705082547,-0.7135058775,-0.309601681,1
SC-10770,Stewart Carmichael,Corporate,185,7,2033.208,5.225746674,2.079441542,7.617861833,1.188289143,-0.7135058775,-0.596715212,1
SC-10800,Stuart Calhoun,Consumer,360,2,89.286,5.888877958,1.098612289,4.50298241,1.683648159,-2.045134344,-3.012697198,1
SC-10845,Sung Chung,Consumer,54,4,1368.12,4.007333185,1.609437912,7.221923477,0.2781343649,-1.351609003,-0.9038153614,1
SC-20020,Sam Craven,Consumer,9,34,10579.47,2.302585093,3.555348061,9.266765128,-0.9953123232,1.290267082,0.6822173292,2
SC-20050,Sample Company A,Home Office,41,30,16813.21902,3.737669618,3.433987204,9.729980178,0.076695702,1.125500818,1.041499042,2
SC-20095,Sanjit Chand,Consumer,76,28,25602.61,4.343805422,3.36729583,10.15048864,0.5294790986,1.034956891,1.367656406,2
SC-20230,Scot Coram,Corporate,17,25,20333.868,2.890371758,3.258096538,9.920092327,-0.5562357317,0.886701845,1.188955,2
SC-20260,Scott Cohen,Corporate,1,26,9366.1924,0.6931471806,3.295836866,9.144968693,-2.197562315,0.937940218,0.5877488275,2
SC-20305,Sean Christensen,Consumer,30,26,17696.722,3.433987204,3.295836866,9.78119121,-0.1501550367,0.937940218,1.081219659,2
SC-20380,Shahid Collister,Consumer,31,37,16122.72424,3.465735903,3.63758616,9.688047022,-0.1264387616,1.401918109,1.008974589,2
SC-20440,Shaun Chance,Corporate,10,25,7677.43526,2.397895273,3.258096538,8.946171063,-0.9241156266,0.886701845,0.4335561839,2
SC-20575,Sonia Cooley,Consumer,28,33,9685.4243,3.36729583,3.526360525,9.178480627,-0.1999734881,1.250911987,0.6137415607,2
SC-20680,Steve Carroll,Home Office,22,31,13477.05528,3.135494216,3.465735903,9.508818107,-0.3731292752,1.168604621,0.8699599535,2
SC-20695,Steve Chapman,Corporate,10,35,21931.0435,2.397895273,3.583518938,9.99570402,-0.9241156266,1.328513435,1.247601408,2
SC-20725,Steven Cartwright,Consumer,8,30,13975.42408,2.197224577,3.433987204,9.545127195,-1.07401662,1.125500818,0.898122232,2
SC-20770,Stewart Carmichael,Corporate,41,32,14495.11408,3.737669618,3.496507561,9.581635898,0.076695702,1.21038194,0.9264393375,2
SC-20800,Stuart Calhoun,Consumer,31,24,11321.2786,3.465735903,3.218875825,9.334527621,-0.1264387616,0.8334536186,0.7347756922,2
SC-20845,Sung Chung,Consumer,9,24,9898.62502,2.302585093,3.218875825,9.200252159,-0.9953123232,0.8334536186,0.6306281299,2
SD-10485,Shirley Daniels,Home Office,41,8,1157.343,3.737669618,2.197224577,7.054745815,0.076695702,-0.553597063,-1.03348273,1
SD-20485,Shirley Daniels,Home Office,16,32,16802.0649,2.833213344,3.496507561,9.729316583,-0.5989330623,1.21038194,1.040984341,2
SE-10110,Sanjit Engle,Consumer,79,3,613.71,4.382026635,1.386294361,6.421150612,0.5580303415,-1.654561127,-1.524915749,1
SE-20110,Sanjit Engle,Consumer,10,36,29532.62502,2.397895273,3.610917913,10.29328472,-0.9241156266,1.36571181,1.478412789,2
SF-10065,Sandra Flanagan,Consumer,230,8,3861.429,5.442417711,2.197224577,8.259051539,1.35014239,-0.553597063,-0.0993916983,1
SF-10200,Sarah Foster,Consumer,142,8,2633.316,4.96284463,2.197224577,7.876378845,0.9919013376,-0.553597063,-0.3962026532,1
SF-10965,Sylvia Foulston,Corporate,181,6,2476.302,5.204006687,1.945910149,7.814925344,1.172049375,-0.8947955393,-0.4438675966,1
SF-20065,Sandra Flanagan,Consumer,59,21,7395.746,4.094344562,3.091042453,8.908795453,0.3431318565,0.6598999079,0.4045666825,2
SF-20200,Sarah Foster,Consumer,6,28,13019.6294,1.945910149,3.36729583,9.474290256,-1.261748478,1.034956891,0.8431792485,2
SF-20965,Sylvia Foulston,Corporate,49,17,6777.6808,3.912023005,2.890371758,8.82153779,0.2069376682,0.3874581861,0.3368873558,2
SG-10080,Sandra Glassco,Consumer,370,6,1078.728,5.916202063,1.945910149,6.984464437,1.704059263,-0.8947955393,-1.087994806,1
SG-10470,Sheri Gordon,Consumer,129,3,3086.67,4.86753445,1.386294361,8.03517204,0.920704641,-1.654561127,-0.2730384958,1
SG-10605,Speros Goranitis,Consumer,234,6,2816.067,5.459585514,1.945910149,7.943451552,1.362966738,-0.8947955393,-0.3441793066,1
SG-10890,Susan Gilcrest,Corporate,401,6,1424.778,5.996452089,1.945910149,7.262472909,1.764006026,-0.8947955393,-0.8723641609,1
SG-20080,Sandra Glassco,Consumer,4,17,10774.5034,1.609437912,2.890371758,9.285030633,-1.513093211,0.3874581861,0.6963845331,2
SG-20470,Sheri Gordon,Consumer,91,28,10730.2773,4.521788577,3.36729583,9.280917869,0.6624325013,1.034956891,0.6931945653,2
SG-20605,Speros Goranitis,Consumer,76,32,10128.53856,4.343805422,3.496507561,9.223211044,0.5294790986,1.21038194,0.6484356424,2
SG-20890,Susan Gilcrest,Corporate,17,22,11260.30386,2.890371758,3.135494216,9.329127691,-0.5562357317,0.7202500986,0.7305873648,2
